favorite_count,source,full_text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
347,TweetDeck,"My feelings on the issues within the Ball family. 

➡️After Dark podcast https://t.co/h944jbxSKT https://t.co/PUpjOLQWbg",,False,Tue Mar 26 05:01:01 +0000 2019,57,1110406277388066816
903,Twitter Media Studio,"Yes I'm still talking about TIGER.
💻https://t.co/RGEusnD1Cx📺#ESPNews
📻#ESPNRadio https://t.co/Ew3JXsFfar",,False,Mon Apr 15 16:51:00 +0000 2019,91,1117832706988105729
493,Twitter for iPhone,False! He just thinks differently than you and I. That’s cool. It makes the show better https://t.co/UTnKhbRLik,,False,Fri Jan 25 16:01:00 +0000 2019,43,1088829093620211713
42787,Twitter for iPhone,"OMG! OMG! I cannot believe this S$&amp;@$! Anthony Joshua — holder of 3 belts, gets TKO’d by Butter Bean.......I mean some dude named Andy Ruiz JR. What a damn disgrace. Joshua looked completely gassed! More fatigued than hurt! Now how in the Hell did you let that happen? How?",,False,Sun Jun 02 03:37:16 +0000 2019,9691,1135027574663462912
5778,Twitter for iPhone,The Warriors resembled a Championship Team tonight. https://t.co/X9K1cwoKsV,,False,Mon Jun 03 04:19:55 +0000 2019,798,1135400698424770560
3118,Twitter for iPhone,I said he LOOKED like Butterbean. The man has more cleavage than some women. What do you want from me :-) https://t.co/jVnrG7HQ0a,,False,Tue Jun 04 20:05:59 +0000 2019,495,1136001171494264832
3396,Twitter for iPhone,First completed pass for Brees? Right to Ted Ginn JR.....ON Marcus Peters. Hmmm!,,False,Sun Jan 20 20:09:18 +0000 2019,369,1087079641867788288
1145,Twitter for iPhone,"This is the 3rd blitz we’ve seen from @LSUfootball where the defender was not even TOUCHED by @AlabamaFTBL’s offensive line.....having clear shots at Tua. This is not looking good, Damnit!!!",,False,Sat Nov 09 21:15:27 +0000 2019,89,1193275935866458113
69,TweetDeck,"Stephen A. Smith After Dark podcast -&gt; @billromanowski joins to talk about why the Pats will win, @willpackerprods joins to talk about his new movie 'What Men Want' and @DanielJacobsTKO previews his fight against @Canelo. https://t.co/1MjEYSd6KI https://t.co/MelUUN3ReA",,False,Thu Jan 31 03:32:00 +0000 2019,13,1090814930134147078
22138,Greenfly,Major.....Major Thanks for the birthday wishes!!!! https://t.co/AuFxq3pr4u,,False,Mon Oct 14 18:45:47 +0000 2019,2541,1183816185047064578
6900,Greenfly,I'll never forget this insight Denzel Washington gave me years ago. https://t.co/031bZIrQIp,,False,Fri Nov 01 17:29:54 +0000 2019,2007,1190320070117011456
161,Twitter for iPhone,I’m joining #HoopStreams live from the #NBAFinals. Come watch! https://t.co/DsKTZthzZ8,,False,Fri Jun 14 00:07:30 +0000 2019,37,1139323439175442432
1084,Twitter for iPhone,https://t.co/dWHJ6lhKEm https://t.co/iOJq8iXje6,,False,Fri May 24 15:24:35 +0000 2019,95,1131944087408525313
21045,Greenfly,Some people just need to keep their mouths shut about @KobeBryant. It’s Blasphemy!!!! https://t.co/8h6XneYl54,,False,Mon May 27 19:41:55 +0000 2019,5426,1133096012141203457
8037,Twitter for iPhone,I've said this before. Jay-Z is ONE in a billion. But YOU CAN be Stephen A. Smith! https://t.co/3nJhQ9oDIN,,False,Fri Oct 11 19:28:38 +0000 2019,1976,1182739807140765696
1597,Twitter for iPhone,Don’t even get me started @iamjamiefoxx with this BLASPHEMY outta YOU! https://t.co/AUMwlZJLD3,stephenasmith,False,Tue Mar 26 13:02:01 +0000 2019,265,1110527326515879936
754,Twitter for iPhone,"With 6:04 left in regulation, @kylekuzma goes down hard. Hurts his leg. Has to go to locker room. May not return.",,False,Tue Mar 05 05:46:19 +0000 2019,96,1102807531737346048
7546,Twitter for iPhone,"Wow! Just watched LIVE ad @DwyaneWade hits a miracle, one-legged off-balance 3-pt at the buzzer to be the @warriors. Then pays tribute to @kobebryant. Hit a 3 before that, plus finished w/ 25pts on 10-of-16 FG.#SpecialMomentForSpecialDude",,False,Thu Feb 28 03:15:35 +0000 2019,1351,1100957660910964736
13732,Twitter for iPhone,"Hey @AdamSchefter, what can I say. I’m missed :-) https://t.co/iCmQ0eKBSr",,False,Tue Mar 26 14:24:28 +0000 2019,1149,1110548075356004355
78,TweetDeck,Stephen A. Smith After Dark Podcast: I talk to @finebaum about tonight's National Championship game and whether or not Nick Saban would give the NFL another shot. https://t.co/IRPyvqAyYs https://t.co/fT1hOCdxV0,,False,Tue Jan 08 00:22:00 +0000 2019,14,1082432194239479811
2272,Twitter for iPhone,"Now THAT’s BIGTIME! Right after TUA throws a pick-six — acknowledging to his teammates it was HIS FAULT, what does he do? Comes right back on the very next off. Possession and throws a bomb for a TD. Just like that!!!!",,False,Tue Jan 08 01:34:05 +0000 2019,271,1082450336441401344
33828,Twitter for iPhone,The best player in the world is still @KingJames. https://t.co/E6q5rDtp6I,,False,Fri Sep 27 01:40:55 +0000 2019,10440,1177397677421748224
7457,Greenfly,Adam Gase is a waste of time and he should be fired. https://t.co/rHNOVbYgfe,,False,Mon Nov 04 19:56:05 +0000 2019,1525,1191444022281351170
2518,Greenfly,Ty Lue should have been an AUTOMATIC hire for the Lakers. https://t.co/y6xawhayuD,,False,Tue May 28 19:38:29 +0000 2019,354,1133457534667362304
71259,Greenfly,"This one feels timely. I won’t say why. But feel free to say it with me, peeps: https://t.co/ZSLXs7xinQ",,False,Sat Apr 20 18:01:54 +0000 2019,21099,1119662489942339584
4697,Greenfly,Throwback interview talking to @kobebryant about Shaq in 2004!! Look at that hairline 😀 #TBT https://t.co/xXofA5O5t2,,False,Fri Mar 29 01:07:30 +0000 2019,804,1111434672876064768
154,TweetDeck,"The biggest problems in this year's NBA Playoffs. 

🔊 After Dark podcast: https://t.co/75wfRCkAL9 https://t.co/ZRaJLmFTHA",,False,Thu Apr 18 00:19:00 +0000 2019,16,1118670225862475781
199777,Twitter for iPhone,Mood https://t.co/rn0pY1mytu,,False,Sat Apr 06 14:40:03 +0000 2019,56783,1114538262914322432
7296,Twitter for iPhone,This damn Dee Ford lined up offsides. You just can’t make this up. Of course Brady and the @Patriots are gonna win now. How can they not. Just unreal!,,False,Mon Jan 21 02:49:56 +0000 2019,1398,1087180464182489088
440,Twitter for iPhone,Thank you https://t.co/IAxS7Qe1sq,,False,Thu Sep 26 15:46:49 +0000 2019,24,1177248166191730690
27,Twitter for iPhone,Sure looks that way https://t.co/SU89nlfyXw,,False,Fri Jan 25 16:13:23 +0000 2019,5,1088832213582598145
257,Twitter for iPhone,All that matters to CLEVELAND right now is one season. Pray he makes it through 2019 and then go from there https://t.co/JS5KOgatNF,,False,Fri Mar 15 15:00:46 +0000 2019,28,1106570941109288960
26392,Twitter Media Studio,The fact that Colin Kaepernick didn't show up to his original workout location eradicates his points altogether. https://t.co/ROYderTuPw,,False,Mon Nov 18 16:23:25 +0000 2019,4810,1196463933323907073
220,Twitter Media Studio,"LeBron on the move?
💻: https://t.co/RGEusnD1Cx📺: #ESPNews 
📻: #ESPNRadio https://t.co/LzBiB9yNeV",,False,Fri Mar 15 16:56:00 +0000 2019,41,1106599941743497216
696,Twitter for iPhone,I know I’m offbeat to y’all. But it’s a slight delay from what y’all hear compared to me. But I should’ve thought about that because I decided to let y’all hear my beautiful voice 😀,stephenasmith,False,Sat Mar 30 21:33:18 +0000 2019,35,1112105544314175488
58,TweetDeck,"Chris Canty joins to provide an ex-players perspective. 

After Dark podcast: https://t.co/n1Gb9JspoW",,False,Sat Apr 27 03:32:00 +0000 2019,9,1121980286294732801
10655,Twitter for iPhone,I have a few words to share about this turkey vulture situation. https://t.co/lJGed4qarR,,False,Tue Mar 26 19:08:47 +0000 2019,1892,1110619626424156160
745,TweetDeck,After Dark podcast: The @WWE's Roman Reigns about his 10-year battle with leukemia and @WrestleMania 35. https://t.co/oxpMwVE5Wq https://t.co/SyKwvE6Q0w,,False,Wed Mar 27 04:27:00 +0000 2019,184,1110760103446102016
191,Twitter Media Studio,"Are the Celtics back? 
📻: #ESPNRadio
📺: #ESPNews
💻: https://t.co/RGEusnD1Cx https://t.co/9he9KjWs3N",,False,Wed Mar 06 17:56:00 +0000 2019,32,1103353550334234624
4906,Twitter for iPhone,Because you’re obviously high and don’t know what the hell youre talking about. And clearly you haven’t heard me over the years talking on a multitude of subjects https://t.co/75ECXDlxgK,,False,Fri Mar 15 14:59:52 +0000 2019,689,1106570718123307009
250,Twitter for iPhone,Thank you so much https://t.co/vDranA4uXr,,False,Thu Oct 31 00:14:45 +0000 2019,12,1189697178224201729
7107,Greenfly,"This is the truth, folks. It’s undeniable. https://t.co/S4wy10uya2",,False,Fri May 10 20:32:31 +0000 2019,1602,1126948151074676739
3389,Twitter for iPhone,Props to the human being who had a 3-0 score at halftime. Because I damn sure didn’t. Don’t think anyone saw this coming,,False,Mon Feb 04 00:57:47 +0000 2019,403,1092225674176274440
23696,Twitter for iPhone,This is some straight BS. How many penalties are the @nyjets gonna get called against them? The officials are doing all they can to GIVE this game to the @dallascowboys. I swear!,,False,Sun Oct 13 23:15:32 +0000 2019,3137,1183521682054615044
210,Twitter Media Studio,Lots to unwrap from that Super Bowl game. #ESPNews #ESPNRadio https://t.co/RGEusnUCu5 https://t.co/gySobCgZcs,,False,Mon Feb 04 17:59:00 +0000 2019,27,1092482669105926145
9158,Twitter for iPhone,The Raptors’ top ambassador. Praying I’m wrong about them! https://t.co/ReNGjXOVQP,,False,Fri May 31 01:46:35 +0000 2019,751,1134274943728984064
8866,Greenfly,My top 5 NFL teams after week 1 are..... https://t.co/xYK0cWuUUt,,False,Wed Sep 11 15:43:41 +0000 2019,1265,1171811558160293891
5131,Greenfly,This brother is THAT sensational. https://t.co/fR1l66ZmL8,,False,Fri Jan 04 20:03:00 +0000 2019,835,1081279850227400706
34786,Greenfly,What better song to play? https://t.co/QZsUKD9XSb,,False,Sat Jun 01 03:43:51 +0000 2019,6409,1134666844151930880
15962,Greenfly,"Thanks for calling, and have a nice damn day! https://t.co/cBTXTdtbVJ",,False,Tue Jul 02 22:27:12 +0000 2019,3183,1146183567464157184
14702,Twitter Media Studio,This is what needs to be said about the Kaepernick situation. https://t.co/tnJ2yJQRcf,,False,Mon Nov 18 20:17:00 +0000 2019,3286,1196522715651477504
7359,Greenfly,Green Bay without Aaron Rodgers is just some DAMN place with CHEESE! https://t.co/ZAZSfl8o86,,False,Wed Aug 14 21:34:44 +0000 2019,1184,1161753044616454145
2440,Greenfly,I'm gonna give @Dloading the benefit of the doubt! https://t.co/rzvZbPFq6s,,False,Thu Oct 03 15:11:38 +0000 2019,341,1179776024369913857
